[2025-02-12T00:51:37.139+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-12T00:51:37.182+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: manage_airflow_roles.get_dags_by_owner_interface manual__2025-02-12T00:34:12.728305+00:00 [queued]>
[2025-02-12T00:51:37.207+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: manage_airflow_roles.get_dags_by_owner_interface manual__2025-02-12T00:34:12.728305+00:00 [queued]>
[2025-02-12T00:51:37.207+0000] {taskinstance.py:2866} INFO - Starting attempt 8 of 8
[2025-02-12T00:51:37.241+0000] {taskinstance.py:2889} INFO - Executing <Task(_PythonDecoratedOperator): get_dags_by_owner_interface> on 2025-02-12 00:34:12.728305+00:00
[2025-02-12T00:51:37.253+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=1016) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2025-02-12T00:51:37.256+0000] {standard_task_runner.py:72} INFO - Started process 1017 to run task
[2025-02-12T00:51:37.257+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'manage_***_roles', 'get_dags_by_owner_interface', 'manual__2025-02-12T00:34:12.728305+00:00', '--job-id', '271', '--raw', '--subdir', 'DAGS_FOLDER/dag.py', '--cfg-path', '/tmp/tmpyn8yrey1']
[2025-02-12T00:51:37.259+0000] {standard_task_runner.py:105} INFO - Job 271: Subtask get_dags_by_owner_interface
[2025-02-12T00:51:37.366+0000] {task_command.py:467} INFO - Running <TaskInstance: manage_airflow_roles.get_dags_by_owner_interface manual__2025-02-12T00:34:12.728305+00:00 [running]> on host 3f11f16c6f4b
[2025-02-12T00:51:37.544+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='data-team' AIRFLOW_CTX_DAG_ID='manage_***_roles' AIRFLOW_CTX_TASK_ID='get_dags_by_owner_interface' AIRFLOW_CTX_EXECUTION_DATE='2025-02-12T00:34:12.728305+00:00' AIRFLOW_CTX_TRY_NUMBER='8' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-02-12T00:34:12.728305+00:00'
[2025-02-12T00:51:37.545+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-12T00:51:40.456+0000] {logging_mixin.py:190} INFO - [{'name': 'Admin', 'resource': 'Actions', 'action': 'menu_access'}, {'name': 'Admin', 'resource': 'Admin', 'action': 'menu_access'}, {'name': 'Admin', 'resource': 'Audit Logs', 'action': 'can_read,menu_access'}, {'name': 'Admin', 'resource': 'Browse', 'action': 'menu_access'}, {'name': 'Admin', 'resource': 'Cluster Activity', 'action': 'can_read,menu_access'}, {'name': 'Admin', 'resource': 'Configurations', 'action': 'can_read,menu_access'}, {'name': 'Admin', 'resource': 'Connections', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'Admin', 'resource': 'DAG Code', 'action': 'can_read'}, {'name': 'Admin', 'resource': 'DAG Dependencies', 'action': 'can_read,menu_access'}, {'name': 'Admin', 'resource': 'DAG Runs', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'Admin', 'resource': 'DAG Warnings', 'action': 'can_read'}, {'name': 'Admin', 'resource': 'DAGs', 'action': 'can_delete,can_edit,can_read,menu_access'}, {'name': 'Admin', 'resource': 'Datasets', 'action': 'can_create,can_delete,can_read,menu_access'}, {'name': 'Admin', 'resource': 'Docs', 'action': 'menu_access'}, {'name': 'Admin', 'resource': 'Documentation', 'action': 'menu_access'}, {'name': 'Admin', 'resource': 'ImportError', 'action': 'can_read'}, {'name': 'Admin', 'resource': 'Jobs', 'action': 'can_read,menu_access'}, {'name': 'Admin', 'resource': 'List Roles', 'action': 'menu_access'}, {'name': 'Admin', 'resource': 'List Users', 'action': 'menu_access'}, {'name': 'Admin', 'resource': 'My Password', 'action': 'can_edit,can_read'}, {'name': 'Admin', 'resource': 'My Profile', 'action': 'can_edit,can_read'}, {'name': 'Admin', 'resource': 'Passwords', 'action': 'can_edit,can_read'}, {'name': 'Admin', 'resource': 'Permission Pairs', 'action': 'menu_access'}, {'name': 'Admin', 'resource': 'Permission Views', 'action': 'can_read'}, {'name': 'Admin', 'resource': 'Permissions', 'action': 'can_read'}, {'name': 'Admin', 'resource': 'Plugins', 'action': 'can_read,menu_access'}, {'name': 'Admin', 'resource': 'Pools', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'Admin', 'resource': 'Providers', 'action': 'can_read,menu_access'}, {'name': 'Admin', 'resource': 'Resources', 'action': 'menu_access'}, {'name': 'Admin', 'resource': 'Roles', 'action': 'can_create,can_delete,can_edit,can_read'}, {'name': 'Admin', 'resource': 'SLA Misses', 'action': 'can_delete,can_edit,can_read,menu_access'}, {'name': 'Admin', 'resource': 'Security', 'action': 'menu_access'}, {'name': 'Admin', 'resource': 'Task Instances', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'Admin', 'resource': 'Task Logs', 'action': 'can_read'}, {'name': 'Admin', 'resource': 'Task Reschedules', 'action': 'can_read,menu_access'}, {'name': 'Admin', 'resource': 'Triggers', 'action': 'can_read,menu_access'}, {'name': 'Admin', 'resource': 'User Stats Chart', 'action': 'can_read'}, {'name': 'Admin', 'resource': "User's Statistics", 'action': 'menu_access'}, {'name': 'Admin', 'resource': 'Users', 'action': 'can_create,can_delete,can_edit,can_read'}, {'name': 'Admin', 'resource': 'Variables', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'Admin', 'resource': 'View Menus', 'action': 'can_read'}, {'name': 'Admin', 'resource': 'Website', 'action': 'can_read'}, {'name': 'Admin', 'resource': 'XComs', 'action': 'can_delete,can_read,menu_access'}, {'name': 'Op', 'resource': 'Admin', 'action': 'menu_access'}, {'name': 'Op', 'resource': 'Browse', 'action': 'menu_access'}, {'name': 'Op', 'resource': 'Cluster Activity', 'action': 'can_read,menu_access'}, {'name': 'Op', 'resource': 'Configurations', 'action': 'can_read,menu_access'}, {'name': 'Op', 'resource': 'Connections', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'Op', 'resource': 'DAG Code', 'action': 'can_read'}, {'name': 'Op', 'resource': 'DAG Dependencies', 'action': 'can_read,menu_access'}, {'name': 'Op', 'resource': 'DAG Runs', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'Op', 'resource': 'DAG Warnings', 'action': 'can_read'}, {'name': 'Op', 'resource': 'DAGs', 'action': 'can_delete,can_edit,can_read,menu_access'}, {'name': 'Op', 'resource': 'Datasets', 'action': 'can_create,can_delete,can_read,menu_access'}, {'name': 'Op', 'resource': 'Docs', 'action': 'menu_access'}, {'name': 'Op', 'resource': 'Documentation', 'action': 'menu_access'}, {'name': 'Op', 'resource': 'ImportError', 'action': 'can_read'}, {'name': 'Op', 'resource': 'Jobs', 'action': 'can_read,menu_access'}, {'name': 'Op', 'resource': 'My Password', 'action': 'can_edit,can_read'}, {'name': 'Op', 'resource': 'My Profile', 'action': 'can_edit,can_read'}, {'name': 'Op', 'resource': 'Plugins', 'action': 'can_read,menu_access'}, {'name': 'Op', 'resource': 'Pools', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'Op', 'resource': 'Providers', 'action': 'can_read,menu_access'}, {'name': 'Op', 'resource': 'SLA Misses', 'action': 'can_read,menu_access'}, {'name': 'Op', 'resource': 'Task Instances', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'Op', 'resource': 'Task Logs', 'action': 'can_read'}, {'name': 'Op', 'resource': 'Variables', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'Op', 'resource': 'Website', 'action': 'can_read'}, {'name': 'Op', 'resource': 'XComs', 'action': 'can_delete,can_read,menu_access'}, {'name': 'User', 'resource': 'Browse', 'action': 'menu_access'}, {'name': 'User', 'resource': 'Cluster Activity', 'action': 'can_read,menu_access'}, {'name': 'User', 'resource': 'DAG Code', 'action': 'can_read'}, {'name': 'User', 'resource': 'DAG Dependencies', 'action': 'can_read,menu_access'}, {'name': 'User', 'resource': 'DAG Runs', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'User', 'resource': 'DAG Warnings', 'action': 'can_read'}, {'name': 'User', 'resource': 'DAGs', 'action': 'can_delete,can_edit,can_read,menu_access'}, {'name': 'User', 'resource': 'Datasets', 'action': 'can_create,can_read,menu_access'}, {'name': 'User', 'resource': 'Docs', 'action': 'menu_access'}, {'name': 'User', 'resource': 'Documentation', 'action': 'menu_access'}, {'name': 'User', 'resource': 'ImportError', 'action': 'can_read'}, {'name': 'User', 'resource': 'Jobs', 'action': 'can_read,menu_access'}, {'name': 'User', 'resource': 'My Password', 'action': 'can_edit,can_read'}, {'name': 'User', 'resource': 'My Profile', 'action': 'can_edit,can_read'}, {'name': 'User', 'resource': 'Pools', 'action': 'can_read'}, {'name': 'User', 'resource': 'SLA Misses', 'action': 'can_read,menu_access'}, {'name': 'User', 'resource': 'Task Instances', 'action': 'can_create,can_delete,can_edit,can_read,menu_access'}, {'name': 'User', 'resource': 'Task Logs', 'action': 'can_read'}, {'name': 'User', 'resource': 'Website', 'action': 'can_read'}, {'name': 'User', 'resource': 'XComs', 'action': 'can_read'}, {'name': 'Viewer', 'resource': 'Browse', 'action': 'menu_access'}, {'name': 'Viewer', 'resource': 'Cluster Activity', 'action': 'can_read,menu_access'}, {'name': 'Viewer', 'resource': 'DAG Code', 'action': 'can_read'}, {'name': 'Viewer', 'resource': 'DAG Dependencies', 'action': 'can_read,menu_access'}, {'name': 'Viewer', 'resource': 'DAG Runs', 'action': 'can_read,menu_access'}, {'name': 'Viewer', 'resource': 'DAG Warnings', 'action': 'can_read'}, {'name': 'Viewer', 'resource': 'DAGs', 'action': 'can_read,menu_access'}, {'name': 'Viewer', 'resource': 'Datasets', 'action': 'can_read,menu_access'}, {'name': 'Viewer', 'resource': 'Docs', 'action': 'menu_access'}, {'name': 'Viewer', 'resource': 'Documentation', 'action': 'menu_access'}, {'name': 'Viewer', 'resource': 'ImportError', 'action': 'can_read'}, {'name': 'Viewer', 'resource': 'Jobs', 'action': 'can_read,menu_access'}, {'name': 'Viewer', 'resource': 'My Password', 'action': 'can_edit,can_read'}, {'name': 'Viewer', 'resource': 'My Profile', 'action': 'can_edit,can_read'}, {'name': 'Viewer', 'resource': 'Pools', 'action': 'can_read'}, {'name': 'Viewer', 'resource': 'SLA Misses', 'action': 'can_read,menu_access'}, {'name': 'Viewer', 'resource': 'Task Instances', 'action': 'can_read,menu_access'}, {'name': 'Viewer', 'resource': 'Task Logs', 'action': 'can_read'}, {'name': 'Viewer', 'resource': 'Website', 'action': 'can_read'}, {'name': 'Viewer', 'resource': 'XComs', 'action': 'can_read'}, {'name': 'dados', 'resource': 'DAG Runs', 'action': 'can_create,can_edit,can_read'}, {'name': 'dados', 'resource': 'DAG:hello_world_dag', 'action': 'can_create,can_edit,can_read'}, {'name': 'dados', 'resource': 'Website', 'action': 'can_read'}, {'name': 'data-team', 'resource': 'DAG Runs', 'action': 'can_create,can_edit,can_read'}, {'name': 'data-team', 'resource': 'DAG:hello_world_dag', 'action': 'can_create,can_edit,can_read'}, {'name': 'data-team', 'resource': 'DAG:manage_***_roles', 'action': 'can_create,can_edit,can_read'}, {'name': 'data-team', 'resource': 'Website', 'action': 'can_read'}]
[2025-02-12T00:51:40.456+0000] {logging_mixin.py:190} INFO - Admin
[2025-02-12T00:51:40.456+0000] {logging_mixin.py:190} INFO - Admin
[2025-02-12T00:51:40.457+0000] {logging_mixin.py:190} INFO - Admin
[2025-02-12T00:51:40.457+0000] {logging_mixin.py:190} INFO - Admin
[2025-02-12T00:51:40.457+0000] {logging_mixin.py:190} INFO - Admin
[2025-02-12T00:51:40.457+0000] {logging_mixin.py:190} INFO - Admin
[2025-02-12T00:51:40.458+0000] {logging_mixin.py:190} INFO - Admin
[2025-02-12T00:51:40.458+0000] {logging_mixin.py:190} INFO - Admin
[2025-02-12T00:51:40.458+0000] {logging_mixin.py:190} INFO - Admin
